x,y
429.491,293.563
220.694,159.046
318.206,146.639
514.032,166.879
242.083,264.137
373.492,248.517
78.504,42.649
532.85,326.557
651.086,88.367
274.12,58.102
411.521,293.995
524.227,298.183
604.333,380.23
592.729,236.043
403.445,300.787
602.082,65.581
266.059,65.012
626.393,245.472
564.007,147.523
123.486,393.562
70.349,287.387
618.323,349.773
407.475,163.358
225.503,200.998
63.453,68.997
280.454,188.005
621.105,256.362
592.871,181.15
224.442,83.615
431.164,143.905
618.944,265.642
404.299,239.577
570.677,71.409
384.011,255.306
532.586,201.964
349.535,402.216
418.882,262.387
598.229,187.482
429.921,158.55
613.872,82.158
414.087,284.712
104.486,39.082
214.551,333.722
382.975,82.969
640.275,145.822
517.121,289.246
301.625,210.05
54.189,88.904
304.834,61.744
379.065,333.397
113.221,280.163
563.013,117.672
540.474,198.792
348.474,388.527
121.086,66.866
207.285,378.307
419.323,244.742
440.04,68.64
137.149,128.698
42.678,130.853
345.008,111.652
64.102,42.241
33.533,283.993
251.728,208.868
89.83,223.319
380.711,355.733
26.343,244.516
337.0,322.196
308.107,263.933
42.247,141.302
568.061,336.479
173.641,147.813
577.295,231.952
461.474,352.608
645.371,85.068
280.615,198.563
218.607,70.141
245.171,191.238
92.381,271.252
528.794,280.315
162.843,146.11
308.409,328.847
607.409,355.031
203.923,402.797
418.963,251.954
426.359,135.793
23.966,37.802
392.88,296.846
49.876,62.098
132.228,268.041
338.187,130.242
670.217,40.306
331.766,388.637
237.834,81.983
286.257,298.883
132.73,325.858
400.382,69.363
623.318,226.266
27.653,42.519
626.738,274.351
161.727,50.403
191.203,190.659
571.007,174.802
169.048,247.789
379.505,221.346
297.955,182.631
325.935,52.059
545.059,222.465
48.917,151.29
28.436,69.718
577.853,59.665
377.276,153.211
193.074,360.57
156.489,390.362
564.702,363.558
360.281,70.324
82.735,149.194
343.796,257.313
381.766,272.094
623.628,114.937
181.569,63.013
258.867,53.402
224.413,118.291
244.22,151.68
75.816,141.303
189.768,93.249
69.538,129.148
55.714,68.778
429.127,239.524
135.116,48.196
75.646,370.123
581.002,327.054
192.232,322.262
516.186,355.796
510.7,272.198
165.824,338.537
457.469,231.25
393.607,138.848
419.05,248.785
518.347,61.443
600.397,324.617
7.62,77.999
628.134,320.183
419.631,281.022
311.626,155.662
14.429,36.729
574.568,156.309
541.697,327.478
214.561,89.523
539.347,109.68
346.446,379.584
230.832,118.318
65.724,77.961
238.784,46.405
-16.476,409.765
601.842,88.311
584.159,319.38
429.763,2.448
580.046,204.604
131.902,120.016
205.437,314.377
59.484,67.732
59.827,289.145
661.706,95.648
598.273,80.529
146.48,118.404
364.71,161.269
584.305,247.047
638.257,134.828
223.138,185.417
490.668,283.073
296.948,246.586
33.872,77.124
187.431,131.99
579.633,360.76
193.635,64.172
35.625,345.686
144.595,274.432
627.965,175.99
33.968,96.825
283.868,62.92
252.111,52.415
313.102,365.606
598.846,172.932
360.057,275.507
197.479,80.521
420.544,369.278
488.176,324.646
110.788,40.892
426.714,50.055
298.991,269.893
129.181,146.76
98.064,379.789
133.1,268.115
319.806,57.911
267.412,147.265
97.898,261.614
317.213,342.326
267.485,296.838
100.875,226.043
375.937,357.076
575.88,108.278
533.247,325.586
626.432,336.441
585.683,320.556
-1.011,241.973
646.684,146.932
437.488,390.138
241.243,249.33
301.465,248.066
378.219,244.085
510.155,190.906
636.534,126.771
379.542,162.496
94.339,227.862
616.673,68.481
590.722,287.956
240.602,48.43
408.895,228.23
352.235,244.693
115.367,52.773
79.603,229.588
344.771,121.823
199.16,83.694
82.542,56.469
121.522,59.066
173.864,264.395
291.361,145.967
70.885,65.871
212.868,347.051
617.951,143.998
285.145,334.969
370.725,292.4
95.078,297.749
545.209,95.031
225.757,287.436
143.15,284.075
335.818,379.72
490.446,298.017
427.838,262.699
427.584,117.483
55.605,45.698
100.179,398.656
309.631,384.886
124.621,97.285
377.707,153.639
260.767,244.563
64.925,363.236
479.182,334.125
610.166,198.133
586.802,374.959
305.028,148.722
583.039,319.505
527.321,224.036
118.739,294.258
161.17,331.838
427.363,256.581
413.698,62.396
602.64,140.062
428.458,163.879
652.817,98.331
300.043,302.86
105.144,243.314
359.259,366.249
618.416,171.336
558.307,149.604
220.308,303.787
37.34,245.386
191.626,75.238
93.432,360.059
300.413,383.026
283.807,301.709
570.395,274.992
653.05,88.318
487.738,265.962
289.287,254.787
182.873,55.659
158.659,239.172
393.628,235.488
600.444,345.002
610.042,293.317
593.709,213.854
584.742,73.473
58.924,99.361
530.229,330.574
558.771,118.977
210.175,348.341
555.391,119.362
279.956,342.625
393.343,67.19
511.496,180.21
511.697,172.037
577.474,244.382
134.318,77.984
402.089,135.151
291.91,341.024
351.478,370.274
347.552,267.304
336.283,130.304
376.586,45.44
222.036,327.665
264.689,382.865
194.227,49.894
252.141,247.189
461.851,162.992
291.628,243.679
425.165,347.14
294.974,48.399
456.424,117.047
259.465,68.7
37.756,127.633
69.801,97.555
605.79,131.616
99.437,220.274
96.159,276.262
211.501,371.878
406.22,53.259
67.893,274.276
537.992,148.367
89.745,394.039
341.572,325.417
44.416,243.057
60.076,68.392
313.065,124.938
594.907,159.513
329.774,361.669
343.344,138.195
130.167,74.418
253.353,110.274
304.575,359.129
323.216,375.52
306.263,150.856
198.593,273.748
318.549,315.07
346.191,65.918
329.451,378.452
459.984,116.173
564.776,279.643
14.274,272.986
337.153,402.538
187.104,273.518
243.574,70.351
411.912,267.632
180.048,91.514
610.905,79.572
628.87,288.738
543.768,338.22
353.185,108.472
470.909,137.246
411.107,343.523
320.727,130.34
68.464,122.858
363.635,278.058
116.782,63.51
147.898,331.607
436.874,98.119
81.074,77.387
214.655,36.105
356.178,333.954
518.573,283.547
604.033,301.256
126.006,403.754
301.776,291.286
169.552,62.802
570.676,149.139
390.365,105.537
574.209,358.168
572.346,372.957
158.75,374.338
393.352,367.253
375.011,56.084
171.855,278.468
316.967,325.724
50.954,234.958
203.59,191.18
526.724,54.466
107.912,50.365
235.768,93.088
371.8,330.042
33.542,67.943
613.096,319.628
535.46,71.371
370.22,238.832
577.663,221.015
595.502,74.201
204.543,150.768
403.221,275.119
179.411,248.756
277.37,70.164
573.483,225.507
672.559,51.706
98.027,356.279
268.117,55.211
135.916,129.408
256.793,214.747
147.305,118.449
111.733,143.416
442.309,350.688
260.264,206.729
593.984,187.946
384.719,161.619
53.498,31.877
364.05,233.462
337.771,350.577
566.792,380.731
396.429,114.772
330.158,73.61
261.653,294.359
584.287,69.417
185.972,91.027
594.617,42.242
358.852,136.951
210.851,257.571
307.86,370.931
220.444,363.339
29.942,237.268
23.614,276.966
552.881,124.23
122.832,36.965
28.547,250.862
370.122,319.873
617.851,49.259
556.976,89.976
279.266,62.907
427.328,346.674
1.245,53.582
57.034,396.356
422.456,351.608
631.291,168.322
587.673,278.003
227.63,154.622
244.425,150.959
373.925,262.538
279.917,250.899
130.902,90.164
308.515,42.289
368.526,321.297
333.56,307.995
421.758,60.333
227.19,68.357
576.884,151.841
277.236,133.111
623.592,180.787
35.293,319.348
159.98,133.034
370.345,299.336
208.485,287.994
596.22,142.678
366.597,156.135
354.151,305.057
425.155,53.719
73.447,340.612
312.385,134.651
413.675,53.948
609.447,304.619
611.078,330.147
84.758,152.718
575.267,260.582
255.98,43.001
316.915,143.904
149.347,38.831
302.0,391.085
563.705,242.314
482.361,262.45
432.22,53.067
204.801,135.549
101.754,334.804
13.594,64.57
251.883,128.495
264.515,150.382
116.434,280.852
540.742,286.505
510.114,154.784
188.531,67.577
239.381,146.944
142.412,131.11
435.292,232.62
265.35,238.37
59.876,276.556
333.434,82.793
39.509,132.768
414.236,386.762
641.604,89.345
518.6,50.14
488.685,269.792
507.632,295.049
603.006,330.592
394.822,119.967
97.665,139.604
372.297,254.052
271.46,201.662
115.811,371.448
305.196,156.823
342.811,246.064
362.958,165.688
106.869,346.491
458.868,52.14
381.945,108.92
261.533,131.305
227.158,58.502
237.764,109.812
415.522,246.117
180.537,357.243
42.032,252.459
436.431,225.958
347.807,48.405
408.348,238.946
156.376,283.981
229.029,158.903
376.465,231.34
640.74,160.538
30.353,45.02
220.88,395.169
170.009,124.497
292.385,239.187
217.388,253.034
99.114,245.202
613.168,315.297
563.234,361.583
66.13,68.707
327.064,239.954
417.93,292.508
275.349,198.895
391.714,112.264
110.383,264.177
604.244,248.651
334.267,319.206
143.146,137.048
161.817,391.713
100.536,287.051
562.287,84.587
393.649,139.834
433.517,359.608
214.202,345.724
161.35,123.748
136.248,273.481
159.675,341.728
230.265,160.662
344.301,364.271
47.915,274.769
240.705,294.999
164.879,253.63
558.982,141.005
588.327,167.76
435.077,108.046
414.164,239.516
67.603,51.537
416.829,51.828
213.678,390.734
290.406,353.319
534.903,58.696
70.595,294.621
461.144,358.868
154.608,268.657
434.564,109.418
398.981,370.455
195.692,342.698
573.176,180.087
273.932,80.057
80.126,73.544
426.026,65.933
568.689,55.35
612.573,151.118
518.005,72.85
328.272,77.976
355.912,113.925
590.637,383.595
229.255,257.81
88.601,62.097
439.44,367.676
602.359,162.663
414.182,163.429
206.244,343.145
352.293,351.071
242.804,349.315
287.098,246.386
588.3,209.053
148.47,326.527
503.125,279.556
424.485,149.862
265.43,84.718
194.236,265.92
60.125,356.354
246.219,347.926
553.669,112.703
276.505,43.899
69.79,273.149
223.178,347.718
611.471,318.962
190.617,187.396
562.405,310.333
284.596,131.484
347.062,350.251
415.457,262.064
301.558,383.229
58.199,283.142
351.166,342.573
597.206,169.673
344.489,282.748
102.49,44.915
60.123,74.314
598.764,317.5
352.488,72.781
471.551,106.203
449.636,127.722
260.659,122.221
134.453,74.27
410.459,74.582
541.945,315.57
286.055,318.205
161.26,361.844
615.152,249.944
14.256,42.533
168.517,243.683
456.058,111.938
322.623,341.871
241.09,73.043
319.55,258.966
445.574,52.144
658.609,70.267
389.656,224.457
252.083,76.423
265.597,200.587
180.239,376.515
399.493,276.961
596.229,289.26
21.568,137.434
111.011,42.261
390.01,162.971
51.69,357.435
108.362,234.347
486.637,212.223
292.723,337.391
48.869,97.804
118.818,372.214
335.393,327.251
611.613,296.545
90.941,280.551
119.582,223.42
60.968,129.086
84.264,379.803
649.865,78.782
259.515,158.854
102.568,283.159
607.472,84.179
281.096,351.536
628.87,143.703
359.675,265.54
119.395,288.696
612.459,199.112
95.982,63.61
152.733,274.662
382.943,53.021
403.228,268.443
381.402,387.354
431.781,369.508
450.509,165.018
316.414,318.52
130.785,70.865
440.686,236.223
593.246,150.5
187.582,265.504
527.005,162.487
194.822,54.683
568.159,54.194
138.522,250.725
26.501,287.264
450.683,109.668
527.276,73.276
456.267,169.225
482.296,155.804
603.398,365.72
435.471,270.146
207.152,144.455
610.604,321.654
343.102,253.689
243.089,63.502
543.353,386.513
303.138,67.397
48.836,133.024
27.586,102.229
494.855,268.745
302.615,386.014
396.149,241.562
371.289,242.717
280.81,344.751
451.055,132.714
366.469,231.13
611.202,168.815
613.485,143.625
156.253,250.248
78.058,41.416
387.912,222.457
530.263,74.865
521.887,64.024
295.746,379.24
420.205,61.904
514.165,303.458
537.334,72.727
95.922,252.743
540.288,385.291
92.114,118.347
324.618,121.867
424.301,235.198
257.575,138.266
645.798,131.791
92.871,394.976
599.302,86.068
519.502,351.978
142.47,257.143
297.464,49.963
261.259,252.168
26.403,242.175
674.079,45.773
253.829,39.172
79.969,79.756
296.798,272.061
25.221,79.187
250.066,281.893
234.737,354.884
312.847,374.204
444.734,255.432
233.607,124.57
382.281,272.958
187.602,68.78
409.728,62.381
168.131,271.588
488.782,263.779
340.099,44.083
214.859,238.124
318.966,371.369
573.058,294.62
266.279,311.467
114.828,88.081
293.742,333.308
220.278,259.246
655.148,55.926
273.302,381.498
112.171,230.904
600.759,358.577
204.224,332.047
570.659,315.581
204.498,65.582
0.054,100.064
404.777,150.725
593.268,311.046
376.791,228.21
110.56,389.819
268.591,255.516
241.092,243.87
333.865,125.985
155.115,377.366
391.076,266.081
405.345,292.302
232.264,208.442
93.031,236.101
-2.518,52.863
610.375,298.294
591.49,136.578
23.653,362.959
612.066,319.886
547.04,196.004
436.402,231.316
397.499,70.032
276.974,380.653
229.689,120.227
120.12,34.758
436.939,267.167
219.759,143.527
155.494,62.825
307.468,359.833
603.818,223.09
325.653,161.494
138.436,70.058
521.79,46.767
259.28,255.023
67.48,37.293
309.292,56.172
592.33,180.827
664.101,71.448
446.217,231.122
518.813,94.257
230.13,397.012
323.864,68.15
629.927,164.506
254.112,119.893
572.909,146.638
631.128,214.72
59.507,357.584
74.419,223.135
561.046,324.801
585.557,304.606
243.593,248.367
204.816,75.649
552.428,362.415
423.638,73.438
420.975,162.643
77.023,293.791
274.395,66.003
183.791,285.432
69.921,70.84
63.786,381.68
116.094,260.762
396.409,238.003
203.349,266.13
355.221,327.583
249.121,129.899
89.489,32.089
233.488,302.014
192.548,111.637
621.064,168.636
564.488,144.431
185.082,54.118
634.172,265.192
426.073,115.231
491.643,283.826
147.925,87.99
574.511,296.975
239.852,339.395
410.783,246.577
98.6,293.398
191.248,247.485
626.695,275.999
588.629,40.073
456.655,153.104
626.535,322.992
490.215,324.929
312.89,299.463
129.657,146.312
96.742,77.437
634.988,120.432
342.574,68.278
50.377,44.172
245.453,143.842
280.608,147.603
648.229,110.009
604.276,169.32
268.993,296.618
141.458,40.215
310.425,241.67
592.283,163.261
45.585,361.761
148.278,87.759
617.493,184.937
69.229,388.612
28.204,359.212
293.897,146.167
44.26,325.316
401.73,371.787
598.533,60.385
58.795,297.75
516.959,287.888
92.741,132.264
721.157,53.621
225.698,145.994
380.368,121.935
189.012,68.489
146.315,242.082
123.426,72.685
86.001,62.917
192.349,52.208
294.541,301.792
568.826,314.822
203.055,347.047
4.091,350.104
430.107,102.768
343.07,340.187
642.569,101.694
122.404,276.697
335.325,147.146
-62.64,349.559
561.078,58.379
596.332,328.068
390.852,290.622
255.882,214.12
207.151,92.376
274.88,331.327
403.075,78.463
209.269,86.266
412.801,157.341
624.864,258.414
268.731,86.561
192.208,64.777
258.815,136.532
378.899,251.966
96.178,142.766
164.184,63.739
353.953,55.838
95.05,261.777
170.24,326.204
179.258,65.063
382.648,398.268
625.406,235.888
382.828,75.393
351.816,163.428
354.717,160.672
259.147,380.096
618.045,164.493
261.047,163.896
638.288,148.929
330.469,262.036
633.872,54.857
399.976,270.505
504.675,201.161
436.212,236.608
44.282,89.106
574.543,48.419
519.399,254.981
446.181,112.014
189.125,336.797
423.932,401.763
595.82,125.443
538.627,287.504
191.103,312.444
515.487,72.159
102.231,69.686
43.07,270.503
373.961,237.526
161.32,38.989
149.38,89.618
353.669,104.614
313.346,264.109
627.492,270.262
373.897,243.014
418.982,145.873
128.657,63.309
151.821,391.358
199.54,92.545
545.334,63.518
228.588,346.701
130.529,365.207
261.925,260.948
575.205,353.546
579.205,217.956
228.385,142.864
397.612,382.221
414.366,268.823
50.266,44.168
516.168,330.335
285.723,239.112
199.44,376.905
308.973,143.541
128.115,67.434
257.21,381.347
97.162,401.452
274.262,388.494
353.06,143.356
157.06,381.332
213.684,299.699
535.833,216.266
570.085,60.768
147.304,94.435
30.716,132.888
48.142,361.973
252.736,236.781
232.816,91.074
661.197,62.92
527.333,370.775
167.589,247.413
451.708,373.756
569.61,159.51
235.229,373.24
74.962,79.193
81.634,122.226
631.844,117.948
602.672,357.173
628.433,192.529
406.926,366.186
51.949,84.042
631.143,365.854
86.117,338.612
175.589,320.549
223.035,334.478
124.665,289.199
71.461,133.393
337.971,269.401
115.071,371.625
200.322,94.952
60.869,265.618
106.488,44.396
227.801,191.139
420.577,260.086
112.113,151.272
650.89,85.32
419.621,156.781
461.508,267.082
430.651,369.038
687.122,301.721
287.977,194.502
595.309,269.823
383.068,166.45
271.044,245.227
172.873,265.496
158.162,87.99
254.795,383.949
294.276,136.111
491.05,248.435
599.942,84.74
571.36,104.358
318.705,166.221
138.436,358.503
122.597,77.706
33.383,41.671
593.57,193.165
280.28,344.511
586.979,61.533
653.513,53.745
310.795,74.212
66.096,371.238
99.69,119.66
576.802,50.608
299.87,152.359
658.83,64.351
112.8,333.406
401.422,78.14
397.717,157.079
599.176,173.993
329.045,122.8
201.338,194.779
389.886,128.502
288.234,208.898
437.17,250.083
147.784,341.288
567.513,284.681
365.793,73.471
101.906,150.675
541.077,363.431
44.587,82.702
148.281,81.877
212.459,240.57
127.03,339.362
450.794,155.19
50.505,41.252
354.513,332.294
374.855,131.461
211.201,48.882
78.541,42.263
160.378,71.204
572.911,175.186
433.0,398.035
205.354,74.727
292.456,199.848
584.567,268.967
364.059,383.531
521.731,258.803
215.166,189.789
198.937,193.411
46.181,395.664
570.368,321.381
380.609,128.1
294.286,247.051
235.226,197.436
534.821,58.525
167.369,254.838
590.077,166.712
376.417,250.579
78.54,127.534
166.154,272.58
273.981,369.998
527.528,103.305
443.855,122.255
315.744,128.91
537.532,57.858
610.281,345.61
119.88,42.045
90.981,61.775
241.025,44.753
488.966,324.883
399.253,156.311
59.333,48.041
298.213,63.343
171.23,65.427
316.8,68.286
89.353,340.523
547.967,290.218
123.849,82.289
86.267,239.208
423.799,153.863
110.589,269.858
652.34,69.212
418.302,379.731
156.884,127.074
309.518,83.26
426.975,378.84
590.694,235.69
52.007,272.069
91.489,384.668
381.899,269.725
428.618,235.14
160.176,154.126
574.081,221.988
340.969,97.255
313.535,243.085
626.686,215.535
73.389,264.594
415.254,-8.881
239.163,328.251
157.329,332.876
311.384,115.962
571.405,172.869
474.158,275.467
221.324,241.665
337.383,398.122
407.458,275.0
68.163,238.364
473.972,251.307
206.491,377.371
265.913,389.018
514.093,340.043
571.43,269.039
459.693,262.412
333.366,148.128
370.407,360.191
61.325,97.282
162.962,55.867
473.795,60.882
342.48,50.022
19.43,73.053
236.802,155.012
521.531,366.192
41.666,383.996
556.076,141.137
54.655,284.871
607.613,313.954
638.139,69.567
156.189,60.112
130.377,145.975
112.524,366.462
206.002,340.397
-6.755,360.372
52.353,288.097
71.855,273.123
532.972,169.795
109.054,273.657
37.985,336.914
124.212,292.035
589.242,342.307
351.085,69.883
102.829,236.854
295.664,69.263
62.886,246.009
323.539,299.609
604.107,271.626
581.89,139.128
444.76,353.557
345.623,373.616
372.487,400.38
525.704,217.841
590.788,218.706
616.573,155.443
313.669,366.818
256.124,201.975
134.706,249.294
314.251,339.361
297.922,147.516
326.177,323.582
31.166,83.839
47.719,353.769
210.748,200.824
189.997,308.489
37.363,43.193
666.463,62.806
222.597,74.535
144.857,382.501
140.05,45.675
279.126,342.221
180.224,189.904
583.637,120.109
592.231,299.221
117.507,334.514
363.515,108.546
223.817,353.713
594.4,142.005
252.104,74.351
581.027,226.595
298.094,238.032
596.193,86.471
363.56,270.54
267.337,82.258
372.588,364.135
119.359,92.015
304.9,383.287
183.247,46.789
279.234,121.508
348.188,276.054
136.308,353.499
23.789,52.553
606.808,375.192
115.231,137.895
272.151,385.444
413.304,235.271
326.026,137.824
108.328,96.161
561.043,142.807
134.112,376.528
211.589,315.43
119.573,244.975
169.723,95.335
415.084,266.417
374.028,297.66
282.725,269.748
359.651,278.466
580.459,64.419
127.759,259.142
254.486,331.486
197.155,350.329
425.256,263.176
51.611,96.051
639.716,141.001
126.783,74.764
550.215,360.831
270.175,345.878
418.014,118.201
420.428,289.865
608.93,149.181
541.251,109.122
58.586,255.484
412.92,165.527
617.681,207.21
568.675,306.933
211.086,346.24
72.133,365.862
198.939,124.522
123.893,261.514
336.001,132.216
645.784,95.553
134.352,90.512
211.285,63.864
580.471,289.536
42.15,97.303
573.04,150.556
622.503,196.725
312.9,84.503
139.113,103.666
303.682,304.457
260.437,119.181
152.557,275.255
346.632,151.746
622.979,198.789
236.178,365.087
241.371,317.684
286.59,50.265
608.118,377.352
207.504,333.085
475.17,273.312
369.807,59.674
587.499,120.571
426.19,390.417
591.29,286.544
75.1,63.505
95.808,349.538
362.359,132.279
620.091,187.378
102.894,224.082
281.672,291.722
155.197,370.257
79.032,67.973
113.661,387.761
566.928,83.841
170.49,317.103
49.625,151.659
270.263,323.207
331.447,117.845
234.748,250.872
172.592,270.183
348.853,313.039
343.361,391.429
326.579,79.467
564.927,56.772
573.301,139.934
261.104,308.121
460.583,266.884
621.541,350.549
202.831,257.931
218.172,282.221
37.882,396.776
332.99,83.732
513.923,56.391
302.749,376.679
31.365,282.638
301.05,143.833
205.651,334.379
379.631,364.485
183.42,210.787
251.36,215.256
574.657,326.531
522.431,269.387
615.858,46.526
116.675,220.196
97.68,391.871
237.673,305.403
525.653,305.552
596.879,287.411
381.127,73.614
345.824,324.547
575.456,229.717
479.327,54.991
454.271,238.777
216.301,246.035
597.325,212.877
335.382,67.211
36.579,92.229
329.276,103.609
140.241,380.468
385.136,47.493
157.759,286.279
289.226,198.124
309.535,109.805
338.618,106.077
621.068,317.201
549.457,104.492
272.401,250.016
65.983,62.607
102.619,32.919
235.571,79.933
108.812,383.717
83.126,292.377
439.43,281.34
673.753,40.888
592.452,262.401
131.964,139.873
247.273,200.541
367.437,316.965
484.743,284.915
211.714,240.884
440.806,363.576
97.145,66.52
127.033,81.98
463.485,265.051
658.258,77.217
224.139,310.782
259.313,314.896
111.13,61.026
429.891,56.913
375.777,265.76
236.348,152.062
70.96,274.543
556.501,143.801
551.589,355.863
260.388,80.475
336.923,49.278
243.469,383.263
542.109,179.86
311.877,360.977
337.62,251.21
112.032,258.63
295.504,211.194
252.543,155.444
256.133,197.206
591.173,121.924
89.001,36.555
-2.661,132.551
360.123,59.417
441.305,56.134
577.795,322.867
295.592,318.555
61.535,377.585
276.772,351.734
187.878,89.179
193.538,322.408
262.882,129.207
371.03,128.417
203.686,62.212
60.06,80.997
-14.132,287.174
332.519,47.735
131.853,142.054
334.311,67.681
570.037,368.977
267.753,240.087
222.281,119.045
425.12,109.567
540.135,179.153
544.87,359.268
237.9,148.809
389.412,71.918
159.688,69.269
493.615,341.463
504.042,220.647
224.96,200.874
576.265,54.239
273.894,196.123
406.223,224.65
285.859,72.685
66.64,274.674
571.05,288.702
268.082,390.871
358.081,77.45
0.188,53.385
357.491,160.132
350.346,359.135
302.179,261.675
296.567,163.415
568.231,242.515
124.67,264.576
301.298,377.455
82.8,48.19
536.756,200.029
182.777,80.975
561.704,145.901
73.563,52.02
429.271,245.459
416.748,317.909
403.219,157.905
246.099,337.126
424.644,275.872
572.651,338.771
384.445,165.273
239.285,63.801
75.101,289.138
541.471,364.19
125.737,91.023
235.796,144.86
395.966,232.626
396.125,269.412
611.317,246.302
444.199,294.738
307.167,386.592
132.644,265.993
83.699,225.517
429.263,262.735
467.528,266.036
146.202,59.85
213.162,87.068
121.275,57.285
388.075,351.844
433.992,373.724
265.662,152.891
374.907,50.744
69.313,377.36
357.461,269.138
250.706,342.162
67.473,285.925
272.725,185.656
122.322,78.601
172.586,155.245
412.949,285.375
36.96,265.519
500.918,259.574
506.165,340.44
147.172,285.742
164.542,123.214
103.564,280.738
613.235,345.72
298.736,386.86
594.648,222.272
111.997,64.239
400.907,151.167
384.672,100.803
118.935,336.183
519.165,259.569
571.408,167.414
51.952,38.969
292.195,62.261
459.27,136.423
587.986,45.121
397.452,80.392
191.07,250.213
247.594,384.544
605.643,379.22
486.403,208.243
356.803,245.99
59.684,96.963
370.595,270.262
38.295,125.543
395.313,66.806
582.693,221.443
627.835,161.91
106.34,270.458
101.35,134.46
68.43,69.427
362.551,327.27
606.796,251.478
451.345,167.513
279.219,71.379
149.514,380.184
143.637,258.239
335.29,435.067
372.936,71.952
24.184,68.991
15.947,262.742
655.986,78.795
159.605,75.045
448.123,272.122
593.607,248.991
138.52,65.801
58.978,68.268
598.363,281.716
124.822,75.716
144.642,275.885
97.332,357.875
655.97,117.574
616.464,144.851
172.408,50.769
517.568,279.716
392.018,377.691
521.374,313.668
309.655,123.214
441.353,245.927
429.434,264.757
24.567,137.285
160.47,375.551
654.665,108.611
324.154,78.534
378.135,129.058
91.895,42.141
615.747,370.016
321.994,57.762
174.611,125.922
567.25,305.299
42.901,41.637
112.134,138.561
430.283,291.101
451.894,62.432
375.036,253.027
98.489,78.962
346.435,119.343
377.484,341.77
370.004,264.42
80.072,59.107
150.182,265.111
436.61,103.573
617.005,260.546
427.883,259.523
374.654,157.639
560.109,331.257
310.547,393.136
276.108,80.136
519.719,63.765
14.779,67.912
83.026,340.907
302.959,212.382
613.583,160.739
297.932,341.311
301.088,210.715
570.027,283.914
205.38,304.556
236.166,57.213
382.688,275.108
97.33,265.793
567.772,243.281
519.544,267.405
582.216,247.644
77.987,86.964
322.05,110.882
234.403,286.753
165.507,64.203
193.452,232.89
574.322,342.495
538.055,254.108
399.271,349.763
71.41,303.121
504.589,319.225
303.835,53.631
634.97,130.431
224.53,144.544
171.06,85.077
431.487,55.827
405.506,59.379
200.321,57.601
361.09,164.449
547.826,295.59
275.669,122.586
391.208,357.467
27.665,136.655
304.73,398.849
93.057,220.203
488.192,202.859
138.531,88.598
616.084,173.525
268.513,150.085
227.215,236.83
173.406,92.232
122.478,148.059
73.136,38.317
620.087,287.951
77.503,269.227
663.01,51.567
601.236,291.593
267.639,268.669
357.449,262.621
122.59,83.304
242.358,293.679
251.051,305.621
539.763,138.401
454.999,333.711
45.23,131.172
554.414,327.229
132.262,236.728
283.024,136.714
153.391,145.006
631.099,123.711
386.364,226.238
347.631,130.552
630.892,117.741
165.129,85.191
320.117,264.976
144.683,139.496
584.761,295.646
174.487,386.615
405.225,59.6
73.406,361.844
208.573,157.998
73.323,71.184
592.196,278.119
85.061,85.961
653.362,117.192
553.8,83.265
663.524,119.528
112.857,261.384
295.255,328.829
18.959,135.73
210.903,195.286
614.611,69.743
229.233,211.195
483.24,315.18
281.622,309.639
593.968,256.696
213.835,375.587
595.342,67.747
340.376,153.908
641.024,147.684
249.855,251.342
13.616,133.248
101.421,258.547
365.428,276.696
132.488,64.002
126.447,71.366
227.713,286.076
280.855,346.6
215.916,401.526
244.399,131.504
391.956,266.146
323.166,121.762
226.282,120.532
378.92,237.88
151.789,381.083
259.751,63.984
351.563,41.071
415.418,274.308
118.2,280.699
363.13,263.941
216.578,159.776
387.361,348.606
111.077,350.069
37.936,379.648
472.596,257.507
40.245,33.965
107.639,291.524
571.392,295.258
335.821,302.421
31.882,342.836
238.631,200.786
388.331,327.5
584.037,165.647
520.691,284.165
442.036,245.023
513.838,345.556
53.81,346.495
119.001,266.705
560.515,109.92
10.753,65.729
621.307,154.661
99.097,221.368
242.502,230.324
542.5,178.862
358.583,230.453
-10.147,244.312
547.157,154.347
148.073,75.93
611.191,173.107
619.458,252.473
127.839,144.797
649.506,69.529
292.862,246.298
572.081,356.957
88.09,357.08
51.093,363.233
649.328,62.466
625.616,280.361
567.854,230.323
195.162,112.027
339.252,120.7
617.678,242.561
269.376,202.188
352.979,231.645
57.915,280.667
177.112,52.986
80.797,102.316
35.634,102.046
323.645,151.498
418.935,280.234
334.785,282.56
77.034,65.848
320.412,54.362
117.665,95.435
131.992,383.819
131.19,261.847
393.599,234.859
358.445,122.721
657.377,114.742
631.46,115.727
324.354,131.801
593.042,309.552
18.411,78.819
363.304,329.756
79.366,257.825
396.343,47.107
201.313,208.409
336.73,250.327
596.271,185.675
122.523,62.275
32.544,245.055
352.517,149.595
278.475,81.583
254.344,293.476
309.862,52.748
215.301,343.686
277.008,134.045
383.782,46.258
127.175,50.225
167.681,55.301
74.228,153.961
593.232,204.269
288.707,58.185
598.066,223.934
4.506,90.45
297.045,383.637
46.281,231.918
286.702,232.078
589.014,168.898
140.832,240.531
111.122,324.477
72.919,264.006
357.603,388.058
228.067,157.999
37.043,392.952
62.986,64.003
165.069,252.941
59.486,384.224
15.226,231.292
445.64,237.859
449.561,336.141
489.25,222.314
100.041,58.42
99.738,265.447
243.665,304.416
621.888,196.877
